Applicant_ID,Annual_Income,Applicant_Age,Work_Experience,Marital_Status,House_Ownership,Vehicle_Ownership(car),Occupation,Residence_City,Residence_State,Years_in_Current_Employment,Years_in_Current_Residence,Loan_Default_Risk
25909,6767468,21,3,married,rented,no,Drafter,Raurkela_Industrial_Township,Odisha,3,11,0
2377,9112796,27,5,single,rented,yes,Statistician,Haridwar,Uttarakhand,5,12,0
47824,5155377,75,19,single,rented,yes,Industrial_Engineer,Orai,Uttar_Pradesh,5,12,0
55459,7575197,28,12,single,rented,no,Scientist,Maheshtala,West_Bengal,12,14,0
83663,6544503,65,13,single,rented,yes,Civil_engineer,Jodhpur,Rajasthan,4,13,0
76372,1896591,25,19,single,rented,no,Firefighter,Salem,Tamil_Nadu,5,13,0
6718,8489507,30,13,single,owned,no,Magistrate,Dehri[30],Bihar,12,12,0
40382,2182490,48,6,single,rented,no,Technician,Navi_Mumbai,Maharashtra,6,11,0
92748,6104859,47,12,single,rented,yes,Surgeon,Phagwara,Punjab,12,11,0
30638,9400836,58,5,single,rented,yes,Consultant,Bulandshahr,Uttar_Pradesh,5,13,0
23691,8139107,35,17,married,rented,yes,Technology_specialist,Chinsurah,West_Bengal,12,10,0
9732,8723251,54,15,single,rented,yes,Fashion_Designer,Thiruvananthapuram,Kerala,13,12,0
93698,1382869,44,8,single,rented,no,Civil_engineer,Rajahmundry[19][20],Andhra_Pradesh,8,12,0
89483,3182325,75,15,single,rented,no,Industrial_Engineer,Thanjavur,Tamil_Nadu,7,13,0
31483,7238876,41,8,single,rented,no,Technology_specialist,Alwar,Rajasthan,8,14,0
73611,9791269,51,7,single,rented,no,Computer_hardware_engineer,Asansol,West_Bengal,6,10,0
82683,3780730,28,5,single,rented,no,Aviator,Indore,Madhya_Pradesh,5,14,0
91657,2207354,75,13,married,rented,no,Web_designer,Bhubaneswar,Odisha,8,14,0
22732,2150637,62,18,single,rented,yes,Lawyer,New_Delhi,Delhi,10,10,0
63780,2818110,41,20,married,rented,no,Librarian,Akola,Maharashtra,12,14,0
32540,7371023,24,16,single,rented,no,Hotel_Manager,Ongole,Andhra_Pradesh,10,14,0
84187,8121180,78,17,single,rented,no,Statistician,Bhopal,Madhya_Pradesh,3,10,0
16452,7110369,35,7,single,rented,yes,Computer_hardware_engineer,Mangalore,Karnataka,3,11,0
19733,1864930,54,2,single,norent_noown,yes,Chartered_Accountant,Vellore,Tamil_Nadu,2,10,0
4635,245102,36,4,single,rented,no,Web_designer,Mango,Jharkhand,4,12,1
51194,9382598,23,5,single,rented,no,Designer,Visakhapatnam[4],Andhra_Pradesh,4,12,0
57346,7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13,0
67200,2421932,31,9,married,rented,yes,Surveyor,Surendranagar_Dudhrej,Gujarat,9,12,0
35247,8853692,48,15,single,rented,yes,Computer_hardware_engineer,Tadipatri,Andhra_Pradesh,7,14,0
36049,3972267,27,10,married,rented,no,Architect,Firozabad,Uttar_Pradesh,7,11,0
24037,363970,33,9,single,rented,no,Graphic_Designer,Tiruchirappalli[10],Tamil_Nadu,9,10,0
21429,7906211,49,5,single,rented,yes,Engineer,Sasaram[30],Bihar,5,11,0
12932,2560874,38,5,single,rented,no,Industrial_Engineer,Narasaraopet,Andhra_Pradesh,5,13,0
8616,6374359,30,14,single,rented,yes,Mechanical_engineer,Amroha,Uttar_Pradesh,6,13,0
6480,2151167,41,2,single,rented,yes,Statistician,Nagaon,Assam,2,13,0
48164,8082415,24,5,single,rented,no,Lawyer,Mira-Bhayandar,Maharashtra,4,13,0
64267,4114765,50,20,single,rented,no,Hotel_Manager,Adoni,Andhra_Pradesh,12,10,0
50309,4276227,31,11,single,rented,no,Secretary,Karawal_Nagar,Delhi,11,13,1
55182,9516616,51,0,single,rented,no,Designer,Durgapur,West_Bengal,0,12,0
17314,8828187,66,10,single,rented,no,Industrial_Engineer,Ongole,Andhra_Pradesh,8,11,0
39947,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0
50362,4521844,64,2,single,rented,no,Engineer,Ramgarh,Jharkhand,2,12,0
52566,6682611,67,16,single,owned,yes,Design_Engineer,Mira-Bhayandar,Maharashtra,12,10,0
39338,5660425,55,3,single,rented,no,Hotel_Manager,Hosur,Tamil_Nadu,3,13,0
52912,6235492,68,6,single,norent_noown,no,Comedian,Jamalpur[36],Bihar,6,12,0
29910,827855,41,15,single,rented,no,Scientist,Vijayanagaram,Andhra_Pradesh,8,13,0
64276,5572727,74,2,single,rented,yes,Statistician,Allahabad,Uttar_Pradesh[5],2,13,1
5782,1509327,51,0,married,rented,yes,Biomedical_Engineer,Nizamabad,Telangana,0,11,0
26488,2087733,27,3,single,owned,no,Civil_servant,Amroha,Uttar_Pradesh,3,11,0
75837,2416807,70,10,single,rented,no,Firefighter,Bhalswa_Jahangir_Pur,Delhi,4,12,0
7058,3780730,28,5,single,rented,no,Aviator,Indore,Madhya_Pradesh,5,14,0
84896,2871831,38,14,single,rented,no,Firefighter,Hajipur[31],Bihar,11,13,0
94041,4516990,69,9,single,rented,no,Lawyer,Aligarh,Uttar_Pradesh,9,11,0
31919,7040457,41,20,single,rented,yes,Technical_writer,Satna,Madhya_Pradesh,7,10,0
63564,7127792,36,8,single,norent_noown,no,Computer_hardware_engineer,Yamunanagar,Haryana,8,13,0
86191,2070881,52,8,single,rented,no,Hotel_Manager,Raipur,Chhattisgarh,8,14,0
18728,2675511,69,3,single,rented,no,Chartered_Accountant,Vijayanagaram,Andhra_Pradesh,3,10,0
89693,3791460,22,15,single,rented,no,Biomedical_Engineer,Bahraich,Uttar_Pradesh,7,14,0
43700,9976498,69,12,single,rented,no,Drafter,Guna,Madhya_Pradesh,12,10,0
96584,8365916,31,18,single,rented,yes,Lawyer,Chapra,Bihar,5,10,0
94028,6328565,69,18,single,rented,no,Chartered_Accountant,Erode[17],Tamil_Nadu,5,13,0
99024,2907457,55,18,single,rented,no,Hotel_Manager,Medininagar,Jharkhand,10,14,0
32340,9086933,55,7,single,rented,no,Air_traffic_controller,Saharanpur,Uttar_Pradesh,7,13,0
23709,7315908,63,3,single,rented,yes,Web_designer,Thiruvananthapuram,Kerala,3,11,0
18648,8287985,54,9,single,rented,yes,Chemical_engineer,Kumbakonam,Tamil_Nadu,9,13,0
95283,6597082,50,10,single,rented,yes,Magistrate,Jammu[16],Jammu_and_Kashmir,3,11,0
73032,6373332,40,1,single,rented,yes,Psychologist,Tiruppur,Tamil_Nadu,1,12,0
45549,814828,72,2,single,rented,no,Lawyer,Madhyamgram,West_Bengal,2,11,0
98220,755002,59,12,single,rented,no,Computer_operator,Tezpur,Assam,12,10,0
77298,1896404,66,17,married,rented,yes,Designer,Davanagere,Karnataka,13,14,0
63665,5982820,26,5,single,rented,no,Surveyor,Tiruppur,Tamil_Nadu,5,13,0
70482,5468664,30,2,single,rented,no,Chartered_Accountant,Kanpur,Uttar_Pradesh,2,14,1
83351,2364798,68,5,single,rented,no,Software_Developer,Gudivada,Andhra_Pradesh,5,10,0
73096,5543622,77,14,single,owned,yes,Microbiologist,Bhopal,Madhya_Pradesh,4,10,0
57911,927040,72,0,single,owned,yes,Aviator,Ranchi,Jharkhand,0,13,0
1453,1227823,30,5,single,rented,yes,Aviator,Pudukkottai,Tamil_Nadu,5,13,0
29724,7283454,74,5,married,rented,no,Technical_writer,Machilipatnam,Andhra_Pradesh,5,11,0
28665,8593281,22,19,single,rented,no,Chef,Ambala,Haryana,11,11,1
14480,7021987,41,13,single,rented,yes,Physician,Imphal,Manipur,8,12,0
35408,5126123,41,1,single,rented,no,Psychologist,Malda,West_Bengal,1,12,1
91806,1213131,67,8,single,rented,no,Psychologist,Agartala,Tripura,8,11,0
60903,1434051,67,18,single,rented,no,Psychologist,Kishanganj[35],Bihar,10,13,0
82184,5090840,78,12,single,rented,no,Flight_attendant,Nagpur,Maharashtra,5,11,0
55822,9502583,42,7,single,rented,yes,Technician,Rajpur_Sonarpur,West_Bengal,7,10,0
85075,3842749,49,4,single,rented,yes,Hotel_Manager,Gangtok,Sikkim,4,12,0
47616,9655646,27,12,single,rented,no,Police_officer,Danapur,Bihar,5,10,1
17404,2790693,36,18,single,rented,yes,Mechanical_engineer,Dehri[30],Bihar,10,12,0
74187,954408,28,8,single,rented,yes,Civil_engineer,Proddatur,Andhra_Pradesh,8,13,0
96153,9292764,47,0,single,owned,no,Surgeon,Jhansi,Uttar_Pradesh,0,12,0
75007,8415149,30,19,married,rented,no,Artist,Darbhanga,Bihar,3,10,0
78095,8791008,31,20,single,rented,no,Psychologist,Cuttack,Odisha,9,11,0
97432,6152756,49,3,married,rented,no,Psychologist,Surat,Gujarat,3,14,0
5710,8593443,49,12,single,rented,no,Chef,Jalna,Maharashtra,9,14,0
36247,8695578,50,16,single,rented,no,Magistrate,Sultan_Pur_Majra,Delhi,7,11,0
10309,5838703,76,5,single,owned,yes,Psychologist,Bidhannagar,West_Bengal,5,11,0
9431,4347543,73,5,single,rented,no,Dentist,Chapra,Bihar,5,12,0
31682,3941355,71,14,married,rented,no,Geologist,Noida,Uttar_Pradesh,12,10,0
4941,9627539,56,2,single,rented,yes,Designer,Varanasi,Uttar_Pradesh,2,13,0
13822,6202575,55,8,single,rented,yes,Drafter,Tiruvottiyur,Tamil_Nadu,8,13,0
42704,5284369,76,13,married,rented,no,Consultant,Kishanganj[35],Bihar,9,11,0
36542,9829613,47,17,single,rented,no,Chartered_Accountant,Jorhat,Assam,12,13,0
96897,4304025,53,7,single,owned,yes,Civil_servant,Hospet,Karnataka,7,11,0
54973,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
24891,2653051,37,2,single,rented,yes,Technology_specialist,Solapur,Maharashtra,2,11,0
50515,5783146,51,18,single,rented,no,Psychologist,Chittoor[28],Andhra_Pradesh,7,12,0
77810,2560874,38,5,single,rented,no,Industrial_Engineer,Narasaraopet,Andhra_Pradesh,5,13,0
66814,3900011,52,6,single,rented,no,Scientist,Jamshedpur,Jharkhand,4,10,0
57355,6973577,43,15,married,rented,yes,Financial_Analyst,Bikaner,Rajasthan,5,11,0
56523,7800702,74,16,single,rented,no,Politician,Dindigul,Tamil_Nadu,8,12,0
12659,9850294,34,17,single,rented,no,Software_Developer,Thanjavur,Tamil_Nadu,5,12,0
37900,2028733,38,4,single,rented,yes,Architect,Nashik,Maharashtra,4,11,0
60183,4505937,52,6,single,rented,no,Petroleum_Engineer,Mangalore,Karnataka,6,14,0
26937,3540135,78,4,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,4,11,0
21211,2810376,65,3,married,rented,no,Police_officer,Bhavnagar,Gujarat,3,13,0
34668,4415868,48,1,single,rented,no,Surgeon,Ballia,Uttar_Pradesh,1,14,0
84697,3267322,37,9,single,rented,yes,Statistician,Gurgaon,Haryana,9,10,0
77840,3218377,66,15,single,rented,no,Statistician,Nadiad,Gujarat,7,14,0
1544,6677142,26,12,single,rented,no,Flight_attendant,Vellore,Tamil_Nadu,10,11,0
79935,3631880,58,8,single,rented,no,Aviator,Amravati,Maharashtra,5,11,0
21351,4823993,51,6,single,rented,yes,Hotel_Manager,Machilipatnam,Andhra_Pradesh,6,13,0
18186,1336270,66,19,single,rented,no,Chemical_engineer,Bahraich,Uttar_Pradesh,8,12,1
90490,5351331,78,1,married,rented,yes,Mechanical_engineer,Davanagere,Karnataka,1,14,0
37876,233888,64,1,single,rented,no,Psychologist,Tumkur,Karnataka,1,10,1
54129,2028733,38,4,single,rented,yes,Architect,Nashik,Maharashtra,4,11,0
11637,6621319,27,2,single,rented,yes,Politician,Phusro,Jharkhand,2,14,0
86215,2172393,27,16,single,rented,no,Comedian,Muzaffarpur,Bihar,13,12,0
51706,4581003,33,14,single,rented,no,Firefighter,Mirzapur,Uttar_Pradesh,4,13,0
82335,6564624,56,12,single,rented,no,Economist,Akola,Maharashtra,12,14,0
73388,6006286,55,5,single,rented,yes,Computer_hardware_engineer,Hajipur[31],Bihar,3,13,0
75627,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
59278,8839194,25,3,single,rented,no,Surgeon,Buxar[37],Bihar,3,13,0
37763,8171432,69,8,single,owned,yes,Engineer,Aligarh,Uttar_Pradesh,6,10,0
56868,6173369,70,17,single,rented,no,Design_Engineer,Kolkata,West_Bengal,14,14,0
3608,4214101,60,16,single,norent_noown,no,Hotel_Manager,Satna,Madhya_Pradesh,13,10,0
27965,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
55274,7511554,53,4,single,rented,no,Design_Engineer,Amritsar,Punjab,4,11,0
59647,5468664,30,2,single,rented,no,Chartered_Accountant,Kanpur,Uttar_Pradesh,2,14,1
13209,722602,60,19,single,rented,no,Surveyor,Srikakulam,Andhra_Pradesh,9,14,0
48419,5463216,25,6,single,rented,no,Consultant,Ambala,Haryana,6,13,0
89681,267701,65,19,single,rented,yes,Politician,Sambhal,Uttar_Pradesh,9,13,0
31016,9761761,33,5,single,rented,no,Petroleum_Engineer,Raipur,Chhattisgarh,5,14,0
53526,4927179,44,14,married,rented,yes,Drafter,New_Delhi,Delhi,11,13,0
40571,496449,44,12,single,rented,no,Architect,Erode[17],Tamil_Nadu,10,10,0
21273,9265462,48,6,single,rented,no,Hotel_Manager,Udaipur,Rajasthan,6,10,1
66944,6706117,70,6,single,rented,no,Secretary,Firozabad,Uttar_Pradesh,4,12,0
64156,1766902,30,14,single,rented,no,Police_officer,Amritsar,Punjab,8,13,0
92351,8600643,48,17,single,owned,no,Surveyor,Darbhanga,Bihar,6,13,0
27105,7512179,55,13,single,rented,no,Physician,Kanpur,Uttar_Pradesh,11,14,0
97907,6875625,77,7,married,rented,no,Surveyor,Parbhani,Maharashtra,7,11,0
92407,9605668,25,17,single,rented,yes,Dentist,Bardhaman,West_Bengal,8,14,0
97871,8487221,26,2,married,rented,no,Statistician,Cuttack,Odisha,2,12,0
7168,9532596,50,12,single,rented,no,Aviator,Fatehpur,Uttar_Pradesh,10,10,0
41261,6837661,34,16,single,rented,no,Analyst,Ajmer,Rajasthan,12,13,0
46885,5161711,52,0,married,rented,no,Surgeon,Munger,Bihar,0,12,0
51415,2072765,34,4,married,rented,no,Engineer,Shimoga,Karnataka,4,14,0
92435,1169151,61,17,single,rented,no,Drafter,Hajipur[31],Bihar,7,13,0
18438,1769969,60,3,single,rented,yes,Civil_engineer,Davanagere,Karnataka,3,11,0
50597,6647354,53,2,single,owned,no,Fashion_Designer,Pondicherry,Puducherry,2,11,0
78186,6885928,79,15,married,rented,no,Air_traffic_controller,Madhyamgram,West_Bengal,13,13,0
68278,3227716,71,10,single,rented,yes,Analyst,Kochi,Kerala,10,13,0
91016,7176401,22,1,single,rented,no,Secretary,Rourkela,Odisha,1,11,0
74198,2814526,31,18,single,rented,no,Air_traffic_controller,Mahbubnagar,Telangana,6,13,0
51182,7662947,46,17,married,rented,yes,Microbiologist,Solapur,Maharashtra,3,10,0
53881,2302129,25,0,single,owned,no,Analyst,Junagadh,Gujarat,0,13,0
88132,7369543,29,9,single,rented,no,Analyst,Chapra,Bihar,9,10,0
794,6851175,23,14,single,rented,yes,Firefighter,Satara,Maharashtra,8,14,0
67530,6346747,26,5,single,rented,no,Hotel_Manager,Panvel,Maharashtra,5,14,0
58107,5793046,71,5,single,rented,no,Computer_operator,Raebareli,Uttar_Pradesh,5,13,0
4614,5990216,38,5,single,rented,no,Secretary,Moradabad,Uttar_Pradesh,5,13,0
99299,7090163,52,17,single,rented,no,Civil_servant,Tiruvottiyur,Tamil_Nadu,7,11,0
43557,7667495,24,3,married,rented,no,Petroleum_Engineer,Parbhani,Maharashtra,3,14,0
98546,7393090,59,19,single,rented,no,Geologist,Malda,West_Bengal,4,13,0
89682,2478859,57,3,single,rented,no,Design_Engineer,Bellary,Karnataka,3,13,0
16679,9126131,29,18,single,rented,no,Hotel_Manager,Tirunelveli,Tamil_Nadu,9,12,0
40867,5692327,45,4,single,rented,yes,Librarian,Ozhukarai,Puducherry,3,10,0
65736,9789626,21,20,single,rented,no,Economist,Jehanabad[38],Bihar,4,13,1
90784,7027850,45,13,single,rented,no,Technician,Anantapuram[24],Andhra_Pradesh,7,14,0
49974,7037934,53,17,married,rented,no,Scientist,Barasat,West_Bengal,7,12,1
8761,8800769,29,4,single,rented,no,Microbiologist,Vasai-Virar,Maharashtra,4,12,0
14484,6626762,24,2,single,rented,no,Librarian,Rampur,Uttar_Pradesh,2,10,0
77092,8198785,30,10,single,rented,no,Technician,Surendranagar_Dudhrej,Gujarat,10,11,0
73053,7802075,53,18,single,rented,no,Statistician,Ambattur,Tamil_Nadu,7,12,0
43707,6602095,62,15,single,rented,no,Surveyor,Sri_Ganganagar,Rajasthan,8,14,0
57939,93648,34,3,single,rented,no,Consultant,Bhavnagar,Gujarat,3,12,0
55641,1011117,22,11,single,rented,no,Magistrate,Dindigul,Tamil_Nadu,8,14,0
33172,9082033,57,9,single,rented,no,Secretary,Kharagpur,West_Bengal,5,14,0
51983,9287205,68,9,single,norent_noown,no,Civil_engineer,Mirzapur,Uttar_Pradesh,8,11,0
15531,6492131,24,1,single,rented,no,Fashion_Designer,Kolkata,West_Bengal,1,14,0
78376,8553255,53,12,single,norent_noown,no,Civil_engineer,Bally,West_Bengal,12,10,0
16250,7433875,32,12,single,rented,yes,Fashion_Designer,Chennai,Tamil_Nadu,11,10,0
23009,8702383,76,20,single,rented,no,Surveyor,Mahbubnagar,Telangana,3,12,1
13974,1296942,26,13,married,norent_noown,no,Chemical_engineer,Mehsana,Gujarat,5,11,0
48619,6501716,37,5,single,rented,no,Civil_servant,Nagpur,Maharashtra,5,13,0
24666,3245048,38,8,single,rented,yes,Psychologist,Bharatpur,Rajasthan,8,13,0
39691,7923142,39,5,single,rented,no,Secretary,Uluberia,West_Bengal,5,13,0
25292,1025043,75,5,single,rented,no,Drafter,Tenali,Andhra_Pradesh,5,10,1
23111,2662346,27,17,single,rented,no,Engineer,Aurangabad,Maharashtra,8,11,0
62811,1969474,65,12,single,rented,no,Designer,Mysore[7][8][9],Karnataka,12,12,0
71070,753735,45,1,single,rented,no,Lawyer,Nizamabad,Telangana,1,11,0
16228,9440590,68,11,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,10,13,0
35308,5465069,59,15,single,rented,yes,Aviator,Proddatur,Andhra_Pradesh,3,11,0
33226,3191887,76,3,single,owned,yes,Psychologist,Kamarhati,West_Bengal,3,14,0
16370,9317473,63,20,single,rented,yes,Civil_servant,Gopalpur,West_Bengal,14,14,0
99575,5314430,32,11,single,rented,no,Statistician,Baranagar,West_Bengal,5,12,0
95794,9985581,42,16,single,rented,yes,Drafter,Berhampur,Odisha,11,12,0
47678,3545959,28,6,single,rented,no,Magistrate,Mangalore,Karnataka,6,13,0
39481,2967027,54,11,single,rented,no,Dentist,Morena,Madhya_Pradesh,11,13,0
7624,1208514,72,6,single,rented,no,Analyst,Deoghar,Jharkhand,6,10,0
18576,8256373,33,15,single,rented,yes,Magistrate,Kakinada,Andhra_Pradesh,7,13,0
99244,6798686,31,9,single,owned,no,Dentist,Hyderabad,Telangana,9,10,0
54624,3548901,67,11,single,rented,yes,Web_designer,Pallavaram,Tamil_Nadu,9,11,0
8498,7631011,39,19,married,rented,no,Politician,Jamshedpur,Jharkhand,12,10,0
53654,2561886,41,6,single,rented,yes,Chemical_engineer,Ramgarh,Jharkhand,5,14,1
76049,9215066,69,11,single,rented,no,Magistrate,Gaya,Bihar,11,10,1
26487,3097744,57,9,single,rented,yes,Official,Jalgaon,Maharashtra,5,13,0
42433,1333187,31,10,single,rented,yes,Flight_attendant,Karawal_Nagar,Delhi,10,14,0
5880,1604428,66,20,single,rented,no,Physician,Sambalpur,Odisha,12,14,1
20018,6447929,53,14,single,rented,yes,Firefighter,Vadodara,Gujarat,8,12,0
88212,3773977,69,13,single,rented,no,Analyst,Davanagere,Karnataka,7,13,0
3301,7410201,57,8,single,rented,no,Microbiologist,Raipur,Chhattisgarh,5,12,0
38826,7585042,53,15,single,rented,no,Official,Rohtak,Haryana,3,13,0
22715,5748851,74,5,single,rented,no,Air_traffic_controller,Jaipur,Rajasthan,5,13,0
10889,4995211,68,9,single,rented,no,Firefighter,Akola,Maharashtra,9,11,0
65805,9247929,48,4,single,rented,yes,Geologist,Surendranagar_Dudhrej,Gujarat,3,13,0
58539,2092893,50,2,single,rented,yes,Fashion_Designer,Thoothukudi,Tamil_Nadu,2,11,0
26675,2070881,52,8,single,rented,no,Hotel_Manager,Raipur,Chhattisgarh,8,14,0
21702,9352887,53,6,single,rented,yes,Technical_writer,Muzaffarnagar,Uttar_Pradesh,6,11,0
73842,5546336,35,11,single,rented,no,Architect,Ramagundam[27],Telangana,11,13,0
14347,8148691,29,19,single,rented,no,Comedian,Unnao,Uttar_Pradesh,11,12,0
89252,16896,56,20,married,rented,no,Army_officer,Aligarh,Uttar_Pradesh,7,12,0
17031,4719877,74,15,single,rented,no,Civil_servant,Secunderabad,Telangana,11,10,0
74531,5190338,50,9,single,rented,no,Hotel_Manager,Visakhapatnam[4],Andhra_Pradesh,6,13,0
89591,456398,74,17,single,rented,yes,Scientist,Raebareli,Uttar_Pradesh,7,14,0
67478,2453544,47,10,single,rented,no,Architect,Bharatpur,Rajasthan,5,14,0
4507,5053629,41,14,single,rented,no,Fashion_Designer,Bareilly,Uttar_Pradesh,10,12,0
78303,2453544,47,10,single,rented,no,Architect,Bharatpur,Rajasthan,5,14,0
69791,430586,59,7,single,rented,no,Magistrate,Arrah,Bihar,7,13,0
53143,2150868,48,9,single,rented,no,Surgeon,Dindigul,Tamil_Nadu,6,12,0
54173,9305585,69,8,single,rented,no,Official,Raiganj,West_Bengal,8,10,0
90545,7053218,61,0,single,norent_noown,no,Surveyor,Uluberia,West_Bengal,0,12,0
92910,6816226,43,13,single,rented,yes,Drafter,Mumbai,Maharashtra,4,13,0
3423,8996000,75,14,single,rented,yes,Air_traffic_controller,Srinagar,Jammu_and_Kashmir,9,11,0
10400,8382400,76,18,single,rented,yes,Industrial_Engineer,Visakhapatnam[4],Andhra_Pradesh,4,13,0
92392,9768431,72,4,single,owned,yes,Engineer,Hapur,Uttar_Pradesh,4,14,0
99202,6259733,56,19,single,rented,no,Graphic_Designer,Tinsukia,Assam,4,14,0
29561,8171200,22,15,single,rented,no,Surgeon,Korba,Chhattisgarh,9,12,0
41118,1770158,39,2,single,rented,no,Chemical_engineer,Ambattur,Tamil_Nadu,2,10,0
48073,423074,54,16,single,rented,no,Software_Developer,Nizamabad,Telangana,14,11,1
32538,3099933,71,15,married,rented,no,Physician,Nandyal,Andhra_Pradesh,3,12,0
26978,2116007,24,5,single,rented,yes,Analyst,Suryapet,Telangana,5,13,1
71922,1028915,44,13,single,rented,yes,Official,Dewas,Madhya_Pradesh,6,13,0
40368,9017508,40,17,married,rented,yes,Petroleum_Engineer,Amravati,Maharashtra,6,13,0
73857,6548997,46,11,single,rented,no,Technical_writer,Danapur,Bihar,4,14,1
62450,5156318,72,4,single,rented,no,Consultant,Tirunelveli,Tamil_Nadu,4,14,0
3117,3928495,62,8,single,rented,no,Psychologist,Bhopal,Madhya_Pradesh,3,13,0
72523,8424956,57,12,single,rented,no,Engineer,Kadapa[23],Andhra_Pradesh,12,10,1
61946,6809745,74,0,single,rented,yes,Technical_writer,Lucknow,Uttar_Pradesh,0,13,0
71096,7098273,67,10,single,rented,no,Chartered_Accountant,Eluru[25],Andhra_Pradesh,3,12,1
11605,6145246,32,3,single,rented,yes,Fashion_Designer,Ahmedabad,Gujarat,3,14,0
5396,4386333,31,16,single,rented,no,Physician,Shimoga,Karnataka,3,12,0
53549,430586,59,7,single,rented,no,Magistrate,Arrah,Bihar,7,13,0
40494,6604073,36,18,single,rented,yes,Drafter,Bhiwandi,Maharashtra,4,12,0
21078,7827983,59,18,single,rented,no,Biomedical_Engineer,Sonipat,Haryana,12,12,1
56375,8024706,66,17,married,rented,no,Economist,Nagercoil,Tamil_Nadu,12,10,0
83629,2393203,30,18,single,rented,yes,Mechanical_engineer,Bhagalpur,Bihar,6,12,0
94229,4977116,25,7,single,rented,yes,Police_officer,Bhopal,Madhya_Pradesh,7,10,0
45129,1061632,75,6,single,rented,yes,Police_officer,Gorakhpur,Uttar_Pradesh,6,10,0
39214,7710784,61,19,single,rented,yes,Graphic_Designer,Raurkela_Industrial_Township,Odisha,3,10,0
68270,1350358,39,11,single,rented,no,Librarian,Gurgaon,Haryana,11,14,0
21783,1632386,43,20,single,rented,no,Army_officer,Gudivada,Andhra_Pradesh,11,14,1
34251,1681428,78,6,single,rented,no,Flight_attendant,Pali,Rajasthan,3,11,0
89192,1020342,37,14,single,rented,no,Official,Bhiwani,Haryana,9,11,0
65516,5532605,23,19,single,owned,no,Statistician,Baranagar,West_Bengal,6,14,0
39011,831067,48,2,married,rented,no,Dentist,Raurkela_Industrial_Township,Odisha,2,11,1
28057,6309142,35,0,single,norent_noown,no,Scientist,Aizawl,Mizoram,0,14,0
67973,9241052,69,2,single,rented,yes,Dentist,Thanjavur,Tamil_Nadu,2,13,0
32582,1878525,41,5,single,rented,no,Physician,Aurangabad[39],Bihar,5,14,0
41828,690298,27,4,single,rented,no,Chef,Rajkot,Gujarat,4,12,0
80842,485180,73,15,single,owned,yes,Technician,Mau,Uttar_Pradesh,3,13,0
98520,1661569,32,12,single,rented,no,Petroleum_Engineer,Khammam,Telangana,5,13,0
12996,4829059,59,17,married,rented,no,Geologist,Phagwara,Punjab,11,13,0
41848,9603796,26,6,single,norent_noown,yes,Technician,Munger,Bihar,6,12,0
22175,1215004,25,5,single,rented,no,Firefighter,Jalna,Maharashtra,5,10,0
39913,3900250,34,1,single,rented,no,Industrial_Engineer,Naihati,West_Bengal,1,11,0
97409,2959223,43,2,single,rented,no,Analyst,Ambala,Haryana,2,12,0
32783,549476,47,1,single,rented,no,Fashion_Designer,Dhule,Maharashtra,1,10,1
60774,4515909,22,12,single,rented,yes,Chef,Sonipat,Haryana,7,13,0
51406,2549997,51,15,married,rented,no,Statistician,Faridabad,Haryana,13,14,1
4008,9131115,23,4,single,rented,no,Biomedical_Engineer,Panvel,Maharashtra,4,10,0
32639,2485396,26,6,single,rented,no,Statistician,Gandhidham,Gujarat,6,14,0
37153,1553697,39,19,married,rented,no,Aviator,Eluru[25],Andhra_Pradesh,13,11,0
92554,2018913,68,7,single,rented,yes,Web_designer,Dewas,Madhya_Pradesh,7,13,0
45948,8461353,33,2,single,rented,no,Army_officer,Shimoga,Karnataka,2,13,0
50816,5316246,61,9,single,rented,yes,Drafter,Noida,Uttar_Pradesh,4,14,0
4023,2024262,62,3,single,rented,yes,Microbiologist,Pimpri-Chinchwad,Maharashtra,3,12,1
18929,3714943,36,12,single,rented,no,Aviator,Madurai,Tamil_Nadu,8,12,0
34441,9223610,27,6,single,rented,no,Magistrate,Tirunelveli,Tamil_Nadu,6,14,0
33318,7921653,35,16,single,rented,no,Mechanical_engineer,Ichalkaranji,Maharashtra,6,14,0
30471,3693362,57,15,single,rented,no,Web_designer,Sangli-Miraj_&_Kupwad,Maharashtra,11,10,0
87889,9777389,29,9,single,owned,no,Comedian,Kharagpur,West_Bengal,9,14,0
29139,8435439,68,1,single,rented,no,Geologist,Kakinada,Andhra_Pradesh,1,14,0
29243,5695619,29,4,single,rented,no,Politician,Bhalswa_Jahangir_Pur,Delhi,4,13,0
89018,8531866,39,12,single,rented,yes,Chartered_Accountant,Aizawl,Mizoram,4,10,0
86190,3227326,45,4,single,rented,no,Architect,Ludhiana,Punjab,4,12,0
85584,7878347,68,6,single,rented,no,Technical_writer,Uluberia,West_Bengal,6,10,0
45030,5239824,58,6,single,rented,no,Flight_attendant,Burhanpur,Madhya_Pradesh,6,12,0
